sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S.P.500,S.P.div.yield,S.P.PE.ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
08/01/1977,0.003915443,0.002780726,-5.66E-04,0.001650631,-8.62E-04,9.23E-04,0.003279495,0.002122205,0.001940614,1.00E-03,0.002368557,0.003184494,-0.001617797,0.002582781,0.002489812,0.005328546,-0.011016877,-0.007482509,0.192,86,0.004881412,0.004569327,0.003869399,0.1,-0.4,0.012858561,0.068928144,-0.037942034,0.004273511,-0.080214014,0.016057437,0.002905209,7.79E-04,-0.019200384,0.003510535,9.31E-04,0.001337793,2.83E-04,0.00372664,0.003689821,0.004157701,0.004267485,0.004359305,0.001893754,39.9,0.1,40.4,7.61085279,5.38907173,6.079933195,6.7310181,6.265301213,7.484368643,5.170483995,6.100318952,6.418364936,6.300785795,NA,0.012388343,0.020214588,0.011919052,0.008481264,0,0.002155135,0.001079771,0.00341407,-0.01790186,-0.028663281,NA,0.003358722,0.001578713,-9.90E-04,3.19E-04,-0.02475499,0.157962066,-0.032300385,0.48,0.37,0.3,0.43,0.43,0.19,0.07,0.04,-0.05,-0.14,-0.41,-0.07,0.47,1.13,1.5,2.08,2.92,0.007841091,-8.72E-04,0.006826222,0.009877907,0.012920318,0.003062673,-2.16E-05,0.001520784,-1.53E-04,0.066111025,-0.001227747,-2.43E-05,-0.006350826,-2.87E-06,0.001707194,-9.64E-06,-2.40E-06,-0.003606216,-0.003372533,-9.98E-06,-0.001656841,-5.19E-04,-0.001430806,4.78E-05,-6.25E-04,-0.00337823,0.001321868,-0.001832332,NA,-0.015253306,-0.0027875,0.007540408,14.4929
09/01/1977,0.006215215,0.007990045,0.003108567,0.003665496,0.004370361,0.004032205,0.002105779,0.00247661,0.001640625,0.003758909,6.48E-04,0.004084897,0.006116102,0.001059273,-0.006527898,5.80E-04,-0.006526519,0.003323194,-0.2027,-14,0.012065622,8.75E-04,0.002819444,-0.2,0.1,-0.004499056,-0.037862325,0.009216655,-0.025919378,0.044645411,0.004076093,0.005485978,0.005175995,0.043036559,0.006984314,0.003168536,0.004002674,0.001840708,0.005605517,0.0052139,0.004017505,0.004883614,0.005934736,0.004881074,39.8,-0.1,40.4,7.5750717,5.153291594,6.073044534,6.687108608,6.29156914,7.422971251,5.141663557,5.942799375,6.342121419,6.317164687,NA,0.0249254,0.078687155,0.015226649,0.010275717,0.010331126,2.66E-04,-9.52E-04,0.004189778,8.04E-04,0.002836881,NA,-0.004116215,-0.004510987,-0.001672986,-7.29E-05,-0.015672039,0.120460056,-0.023251677,0.24,0.34,0.32,0.21,0.16,0.01,-0.06,-0.06,-0.02,-0.04,-0.33,-0.1,0.39,0.9,1.2,1.78,2.66,0.002875318,-0.014175738,3.47E-04,0.001952453,-0.001582647,-0.001563192,-0.001558713,-2.10E-05,0.009307041,-0.066111025,-0.01987794,-0.0016541,-0.002526848,0.005086187,0.001671631,-9.59E-06,0.001542006,-2.81E-05,0.00164864,-9.92E-06,0.00161666,-8.72E-04,-0.001781658,-0.001438454,-3.04E-04,0.003311114,0.005256171,0.001742882,NA,-0.003101749,-0.006897741,0.004006137,14.0867
10/01/1977,0.008603193,0.011362375,0.008335853,0.007462029,0.019692823,0.001537926,-4.85E-04,-7.24E-04,0.007578075,2.84E-04,0.010951921,-0.004025943,0.003714025,0.011005095,0.002074018,0.001977648,0.03195782,0.004042877,-0.0863,186,0.026507779,0.003633302,0.003768429,0,-0.3,0,9.41E-04,-0.035149143,-0.042464481,-0.028079599,-0.026796519,0.003203216,0.001504632,0.003855966,0.002730547,0.001199237,9.76E-04,0.001554881,0.003857333,0.002360997,0.003339721,0.004260262,0.004994335,0.003887778,40,0.1,40.6,7.621684999,5.393627546,6.165417854,6.735780014,6.222576268,7.471932078,5.318119994,5.942799375,6.413458957,6.333279628,NA,0.020755182,0.003156377,0.016395401,0.004272331,-0.010331126,-9.65E-04,-0.001170307,0.001327205,0.008786924,0.014104606,NA,0.003648001,0.004388619,0.004649535,1.01E-04,-0.026216167,0.18467013,-0.033691241,0.33,0.41,0.35,0.39,0.44,0.28,0.18,0.12,0.09,0.04,-0.31,-0.04,0.5,0.85,1.05,1.57,2.42,-0.011604299,-0.041489024,-0.046125782,0.015935685,0.023571665,0.001497625,0.0015231,-0.003055754,0.00783332,0,0.005934726,0.001614051,0.003788678,-1.15E-05,-0.005197646,-9.53E-06,-0.001549172,-2.78E-05,-2.48E-05,-9.86E-06,-0.001643229,8.66E-04,0.00422595,0.002634748,-0.001136295,0.001602087,-0.002669565,-5.01E-05,NA,0.099349861,0.040634458,-0.008252925,15.4536
11/01/1977,0.007866259,0.00623481,0.006075278,0.004558732,0.007888728,0.001895315,0.001589341,6.80E-04,0.001349867,1.16E-04,0.001911588,3.62E-04,0.002229911,1.58E-04,0.004629123,0.002607182,-0.045173226,-0.015018585,-0.0338,134,0.015182303,0.007595188,0.007590515,0,-0.1,0.014121123,-0.022344643,0.008349617,0.035878288,-0.018795468,-0.015438903,0.004441197,0.003944271,0.006804851,0.005931802,0.003426244,0.00504225,8.47E-04,0.004632271,0.004998687,0.004525171,0.005739454,0.005645267,0.003357224,40,0,40.5,7.621684999,5.288267031,6.194405391,6.687108608,6.313548046,7.479299638,5.111987788,6.025865974,6.391917113,6.386879319,NA,-0.007711383,-0.040014913,0.013970491,0.008749063,-0.010331126,8.79E-04,4.37E-04,1.96E-04,0.00460632,-0.008517999,NA,-0.00293136,-9.22E-04,-0.001105374,-8.39E-05,0.005744086,0.032255814,-0.002927665,0.04,0.03,-0.06,-0.02,-0.02,0.02,0.06,0.04,0.06,0.03,-0.41,-0.1,0.44,0.83,1.07,1.57,2.44,-0.013489742,-0.035886506,-0.040217486,0.026026156,0.009419506,0.001470316,0.003023036,0.006049146,0.016940654,0,0.018985333,0.001590487,0.003760122,-1.14E-05,-1.17E-05,0.004581206,0.003069825,0.001710112,-2.45E-05,0.004659473,0.004824313,0.001080906,-0.001538715,0.002848834,8.11E-04,-0.003335608,-0.002628051,-0.001796146,NA,-0.088934288,-0.031104373,0.012569625,19.6377
12/01/1977,0.004411724,0.005338998,0.001975797,0.013165179,0.004569183,0.001689511,0.010537954,0.012724454,0.008636167,0.006243733,0.009732939,0.014177283,-0.007808402,0.017569914,5.81E-04,0.010824303,0.026814445,-0.018926719,0.6526,117,0.058785968,-8.45E-04,0.003662189,-0.4,0,-0.0690173,-0.06916459,-0.04942784,-0.055475457,-0.043336313,0.017108817,0.002811673,0,-0.190393505,0.007120963,0.006062265,0.007997582,0.002959207,0.003890321,0.005323985,0.004626256,0.005623473,0.00449338,0.001481339,39.8,-0.1,40.4,7.669495251,5.198497031,6.11146734,6.787844982,6.434546519,7.469654173,5.204006687,5.996452089,6.429719478,6.309918278,NA,0.039219515,0.065436645,0.019593466,0.007960412,-0.010331126,2.57E-04,-4.38E-04,0.001423278,0.002862297,0.010988358,NA,1.88E-04,-0.002072442,-0.006854568,-4.05E-04,-0.004891025,0.084394396,-0.011111595,0.05,0.07,-0.03,-0.01,0.01,0.14,0.11,0.11,0.04,0.05,-0.49,-0.16,0.4,0.92,1.13,1.63,2.43,-0.018679044,-0.056390526,-0.015151646,0.020042061,-0.010876569,-0.003050719,-0.003078894,-0.003055379,-0.006464377,0,-0.002546141,-0.001645474,-0.002533026,0.001662342,0.003383941,-0.00461409,-2.12E-05,-0.001773852,-2.43E-05,-0.003146703,-0.004860793,-8.71E-04,0.003820035,-0.002809716,-0.001121701,-0.0016541,0.002587253,-2.75E-05,NA,-0.144290092,-0.048034562,0.003847668,15.413
01/01/1978,-0.003523249,-0.003816379,-0.010759627,-0.031093725,-0.01993604,-0.0146788,-0.019458818,-0.022766095,-0.026789509,-0.055326379,-0.013895119,-0.02131658,-0.009523621,-0.015374482,0.004786744,-0.015290536,-0.009110058,-0.014189887,-1.5104,34,-0.00525455,0.003794129,0.002960387,0,-0.7,0.034219078,0.024428696,-0.044054743,-0.034343221,-0.05387299,-0.024206079,0.002177464,1.28E-04,-0.003137375,-0.014292998,0.00334016,0.00497709,7.03E-04,0.002960929,0.003494878,0.003322544,0.003396294,0.003356834,0.004687157,38.7,0,39.5,7.448916103,4.820281566,5.97126184,6.556778356,6.210600077,7.461640392,5.262690189,5.860786223,6.475432717,6.304448802,NA,-0.063099788,-0.027838489,0.008914078,0.012414774,0.051655629,0.003546657,0.00113416,9.80E-04,-0.015557747,0.026327056,NA,0.004172462,0.002077594,0.005908442,0.001233921,-0.038794456,0.244909603,-0.047678984,0.14,0.14,0.37,0.3,0.32,0.29,0.27,0.22,0.18,0.05,-0.26,0,0.58,1.07,1.26,1.71,2.47,-0.009923281,-0.044747221,2.41E-04,0.042593314,0.003547877,-2.02E-05,-2.06E-05,-2.03E-05,-0.001711618,0,0.00378867,0.001572981,-0.00375235,-2.52E-05,-0.001730885,0.003021039,-2.10E-05,0.001689892,0.001600666,-0.001561146,0.003179522,0.001035059,-0.003952326,3.62E-04,0.002889355,0.00647236,0.001260983,0.008586096,NA,0.138104573,0.033388654,-0.018726536,15.9983
02/01/1978,0.004471863,0.005251243,0.014484485,0.022674532,0.023337322,0.005400959,0.012109428,0.015841007,0.016372029,0.024978843,0.012529756,0.024871071,-0.001814741,6.68E-04,0.008223546,0.004002467,0.049532169,-0.02143618,0.087,33,0.022974888,-3.57E-04,0.001429305,-0.1,-0.4,-0.021475414,-0.02391363,-0.036570546,0.099681771,-0.197941064,0.087901294,0.004175962,0.003374125,0.005818741,0.007172035,0.002470994,0.003217534,0.001264667,0.004481937,0.003830311,0.005336566,0.003033396,0.006680052,0.003836077,39.4,0.2,39.9,7.460490306,4.49980967,6.079933195,6.533788838,6.259581464,7.459338895,5.117993812,6.00635316,6.429719478,6.29710932,NA,0.038998584,0.075077294,0.013357942,0.006877703,-0.030993377,-0.007833894,-0.00285051,-2.45E-04,-0.013894421,-0.077618459,NA,0.001507718,-4.51E-04,0.001214465,5.28E-04,-0.014171972,0.123248015,-0.022498904,0.08,0.01,0.01,0.04,0.06,0.06,0.07,0.06,0.03,-0.02,-0.33,-0.04,0.56,1.05,1.25,1.69,2.42,-0.001660525,-0.039432184,-0.002944421,0.002219413,0.010658578,0.002947312,0.002973601,0.002951661,0.002749408,0,-0.001280937,-0.001626743,-0.007518832,-0.00334167,0.004995337,-0.001541512,0.003000363,-4.71E-05,-0.003273187,0.00305799,-0.001624102,-0.001246229,-0.001520982,-0.002334793,-5.27E-04,-0.003299091,-4.14E-05,-0.008684542,0.6,-0.006902182,-5.89E-04,0.012094861,15.6033
03/01/1978,0.005670587,0.006213851,0.009936641,0.009991188,0.024362067,0.019104078,0.023469709,0.025640959,0.020051612,0.030246047,0.015437036,0.029043068,0.014367769,0.017429594,0.001600419,0.017707866,0.038345684,0.031881528,1.2231,133,0.018952465,0.002525642,0.002493741,0,-0.1,0.037981495,0.012282652,-0.034032177,-0.115468377,0.068092916,-0.093615596,0.006009126,0.008322412,0.020758935,0.029142422,0.003213887,0.003293754,0.003084691,0.005125471,0.005026733,0.004900911,0.004414563,0.004649626,0.003821417,40,0,40.5,7.616775809,5.123963979,6.054439346,6.775366091,6.33150185,7.494986234,5.159055299,6.011267174,6.472346295,6.345636361,NA,0.049257625,-0.015584078,0.024618949,0.013035385,0,0.002369505,6.76E-04,-0.00112781,0.014690798,0.015511457,NA,0.001585786,2.03E-04,0.003859974,6.36E-04,-0.001799776,0.058413915,-0.011574934,0.01,-0.01,-0.16,-0.11,-0.03,0.03,0.01,0,0.02,-0.04,-0.5,-0.16,0.52,1.07,1.25,1.68,2.43,-0.009047575,-0.005777327,-0.036066028,-0.017737325,0.011434822,-0.003000381,-0.001540641,-0.001528874,0.004048597,0,-0.01387706,0.001555856,0.012537664,-2.76E-06,-0.005071352,0.001477714,0.002932663,-4.64E-05,0.003210141,-3.75E-05,0.003127005,0.001819103,0.002729812,0.005737195,-7.30E-04,0.001552402,0.003763815,-0.001725445,-5.5,0.007010379,0.006644347,0.004901433,14.9447
04/01/1978,0.005710833,0.007963772,0.00600566,0.029846581,0.024663394,0.019660053,0.011447278,0.010890528,0.006538317,0.019785185,4.29E-04,0.021408937,0.028537232,0.017931548,0.013246878,0.015120474,-0.070995774,3.25E-04,1.0244,266,0.060769519,0.004756604,0.00672107,-0.2,-0.1,-0.043059489,-0.040482954,-0.019123563,0.0061013,-0.048790164,-0.068174541,0.008180815,0.015066277,0.203395709,0.030641096,0.003896351,0.005867144,7.00E-04,0.005533834,0.005804114,0.005830502,0.005460232,0.004408206,0.004186761,40.1,-0.1,40.4,7.694848072,5.521460918,6.167516491,6.805722553,6.340359304,7.574558484,5.318119994,6.02827852,6.647688374,6.324358962,NA,0.034676762,0.058364497,0.019211713,0.013630653,-0.051655629,0.003511249,0.001127273,-0.001522108,0.013032395,0.043830027,NA,-3.67E-05,5.46E-04,-0.00422087,-5.33E-05,0.042864492,-0.187199787,0.033647136,0.1,0.07,0,0.1,0.14,0.12,0.11,0.09,0.1,-0.07,-0.6,-0.16,0.56,1.09,1.26,1.67,2.43,-0.00408693,0.003522889,-0.044089497,-0.029720978,0.014024486,0.007295743,0.007323059,-0.001502159,0.012158849,0,0.017686467,0.001526365,0.004943891,-2.75E-06,0.003275499,0.002935913,-0.004550324,0.001633452,-4.14E-05,0.001474648,-6.18E-05,0.001091973,-3.10E-04,0.001478729,0.001196549,0.003091185,-0.005127689,0.005060293,2.8,0.009025284,0.007900729,0.001308431,20.2351
05/01/1978,0.001150809,3.93E-04,0.003983829,-9.52E-04,0.006400046,0.004875148,2.58E-04,-0.001096306,-0.005588908,-0.015176886,-0.001139053,0.006341737,0.009788363,0.008914553,-8.32E-04,0.004778831,0.010788681,0.04233386,0.1573,-38,3.60E-04,0.003165088,0.003923358,-0.1,-0.2,0.042711118,-0.03284279,-0.056140682,-0.121439347,0.017493157,0.00306279,0.00401921,0.003077565,0.00675398,-0.001393728,0.00404041,0.005747389,0.001258301,0.004382698,0.005086743,0.005630873,0.006153112,0.004169873,0.002339478,39.9,0,40.4,7.637716433,5.278114659,6.137727054,6.775366091,6.29156914,7.476472381,5.214935758,5.958424693,6.467698726,6.311734809,NA,0.010901469,0.033543043,0.023783591,0.00938083,0.010331125,0.006034537,0.001411117,-0.001622858,-0.007786384,-0.02192599,NA,-1.97E-04,0.001489543,0.004437583,0.001174305,0.049452533,-0.214083213,0.038846494,0.47,0.24,0.12,0.29,0.37,0.2,0.2,0.13,0.17,-0.3,-0.95,-0.34,0.46,0.82,0.99,1.33,2.13,0.00930321,0.031007031,0.019291922,-0.017231464,-0.020440476,-0.004468144,-0.007436358,0.004356968,-0.022758124,0,-0.005069647,0.001490362,-0.002555281,0.003297592,-0.001703178,-7.93E-05,0.002910289,-0.001735662,-4.08E-05,-5.70E-05,-6.08E-05,-4.31E-04,8.17E-04,-1.90E-04,-8.54E-04,-0.004805377,0.006220737,-0.003421183,1.3,0.006484611,0.006019475,-0.019733916,17.5887
06/01/1978,0.003640694,0.005812093,0.003247732,0.005527941,0.017150925,0.006435709,0.008425287,0.008767661,0.005450765,0.005306624,0.005530524,0.015376687,0.004337629,0.006109667,0.002483438,0.00715342,-0.009344233,-0.03255621,0.357,4,0.013127845,0.004650784,0.005975699,-0.1,0,-0.028987537,0.063100706,-0.049071894,-0.022223137,-0.078117779,-0.008445348,0.005084786,0.006456976,0.009519964,0.017740357,0.003759901,0.004097317,0.003208484,0.004554943,0.006081465,0.005245883,0.006034593,0.005678111,0.001136149,40.2,0.1,40.6,7.635303886,5.323009979,6.163314804,6.739336627,6.300785795,7.592366129,5.257495372,5.950642553,6.473890696,6.632001777,NA,0.014737925,-0.012030482,0.020784369,0.010362509,0,-0.008821029,-0.001650851,-0.001625496,0.001428995,0.0026773,NA,-0.001701437,-3.39E-04,0.001904091,0.001181786,0.002563184,0.024741692,-0.008991736,0.24,0.53,0.32,0.21,0.27,0.18,0.11,0.07,0.11,-0.01,-0.87,-0.37,0.49,0.76,0.86,1.16,2,-0.01854185,-0.041454021,-0.054851865,0.010450674,0.002856635,0.001383391,0.004304402,-0.001520323,0.014762641,0,0.01738543,-0.001623816,-0.003724196,0.001613575,-4.29E-05,-7.79E-05,-0.001536647,0.001609815,0.001535731,0.001430794,0.001475011,-6.09E-04,1.36E-04,-0.001253309,-5.02E-04,0.003066407,-0.005063908,0.003307999,-2.9,0.003706028,0.002243232,0.012804176,17.4095
07/01/1978,0.005485257,0.002202494,-0.004754892,-0.008272896,-0.006469915,-7.53E-04,-0.001178581,-0.001062966,-0.005469774,0.001374414,-0.00862276,0.007642578,-3.01E-04,0.005735158,-0.008816312,-9.33E-04,-0.002144668,0.003555174,-0.3288,1,-0.034228864,2.73E-04,-0.002629488,0.3,-0.1,0.096027283,-0.041443119,0.015413149,0.004204631,0.027736755,0.076989597,0.002916961,0.002554701,0.007690553,0.005465739,0.001689992,0.004250261,-0.002510111,0.003056938,0.001359004,0.003458542,0.004127129,0.004996209,0.003086325,40.2,-0.1,40.6,7.645875825,5.370638028,6.169610732,6.727431725,6.335054251,7.487733761,5.384495063,5.988961417,6.486160789,6.240275845,NA,-0.017714555,0.010064368,0.0181217,0.009436415,0.020662252,-0.003766195,-0.001847726,-0.003456794,0.005818116,0.018465832,NA,-0.001627195,-0.001434355,-0.00814305,1.51E-05,-0.004824233,0.062043359,-0.012739969,0.21,0.26,0.28,0.21,0.3,0.18,0.18,0.12,0,0.04,-0.8,-0.37,0.58,0.73,0.83,1.07,1.79,-0.026189054,-0.044133578,-0.069679381,0.030923393,0.002492879,-7.41E-05,-0.001531628,-0.004365659,-0.029800909,0,-0.026077826,-5.92E-05,-0.004909487,0.001581836,-4.23E-05,-0.001522634,-0.00295604,-6.83E-05,-6.20E-05,-0.004507537,-0.001605602,-0.001060305,-0.001252549,-0.003350183,3.83E-04,-0.001623816,-0.001269063,-6.92E-05,2.4,-0.003707769,-0.006148356,-0.011400947,16.2257
08/01/1978,0.004515605,0.004564932,0.008979174,0.012957422,0.013119171,0.004000939,0.004567373,0.005811388,-0.001539432,-0.005103496,1.32E-04,0.018258817,0.003404955,0.009781998,-0.005701023,0.004888281,-0.01053187,0.032868321,0.1625,76,0.040290161,0.001093163,0.003542474,-0.3,-0.6,-0.071229696,0.052176675,-0.100275143,-0.126562723,-0.072472649,-0.004149087,0.003194287,0.00304064,0.002666205,0.003853569,0.002898018,0.004232273,6.98E-04,0.003253635,0.003727765,0.005667728,0.002444018,0.003892738,-6.29E-04,40.1,0,40.5,7.598900457,5.288267031,6.040254711,6.701960366,6.335054251,7.433075349,5.308267697,5.96100534,6.453624999,6.144185634,NA,0.034147378,0.060474794,0.021509108,0.010762554,-0.010331126,0.003721411,0.002835825,9.89E-04,-0.019287709,-0.039673654,NA,-0.00283025,0.001818862,0.00125485,3.63E-04,0.066761073,-0.293415032,0.062086166,0.23,-0.02,0.07,-0.07,-0.08,-0.21,-0.23,-0.19,-0.12,-0.21,-0.96,-0.67,0.27,0.29,0.37,0.65,1.44,-0.022554876,-0.078860849,-0.056584381,0.023831137,0.013951661,-0.007150017,-0.008620743,0.004292777,-0.001384994,0,0.052189631,-0.001574574,0.003677223,-0.00167749,0.001562091,-0.002930059,0.001427118,-6.72E-05,-0.001612628,0.001451976,-0.001569635,-3.98E-04,0.001121662,-0.00123455,-3.71E-04,-0.001587058,0.002423715,-0.00334677,-4,-0.00329492,0.00449187,0.007563788,17.2668
09/01/1978,0.001312969,0.002632344,-0.001615703,-0.002285601,0.00464297,0.002441758,0.003626044,0.004275672,0.001805519,-0.005766025,0.005281684,0.010535501,0.001195687,0.00677556,0.006416916,0.00437993,0.030161955,0.006914716,0.1168,66,0.005058674,0.002766604,0.00247539,0.1,0,0.02862758,-0.043112363,0.05177627,0.082238098,0.019418086,-0.077942167,0.001576206,0.002867797,0.005080842,9.05E-04,0.003256819,0.005223264,0,0.001076921,0.003208288,0.003310798,0.002828799,0.003662613,-0.004541162,40,0.2,40.5,7.585788822,5.468060141,5.993961427,6.70930434,6.238324625,7.467942332,5.313205979,5.96870756,6.483107351,6.22059017,NA,0.024265965,0.048029652,0.025721528,0.010337153,0,0.001672302,0.001512867,-4.45E-04,0.011060633,0.021136517,NA,-7.76E-05,-0.002950617,-0.003006835,3.04E-04,0,0.035293551,-0.007627101,0.41,0.56,0.77,0.62,0.33,0.1,0.01,0,-0.06,-0.06,-0.6,-0.46,0.19,-0.02,-0.03,0.24,0.97,0.002202018,-0.060261054,0.006390973,0.009692135,0.022543004,0.008472609,0.009964495,0.001368279,0.025579111,0,-0.044830227,0.002975207,-5.99E-06,0.003158379,-0.001655298,0.004276238,0.001402337,0.001545503,0.003043087,-3.46E-05,0.001466009,6.16E-04,-6.99E-04,0.001329437,6.25E-04,0.001481194,-5.38E-05,0.004865718,2,-0.007375061,-0.008160728,0.00994392,17.7761
10/01/1978,0.003643363,0.00435907,0.001705387,0.008882534,0.017639397,0.007637744,0.00567373,0.004912021,-0.001751336,0.002884193,-0.003822879,0.019773094,0.00969383,0.011444473,0.00328628,0.006964992,-8.68E-04,0.013987131,0.333,155,0.049505077,0.002768672,0.004778057,-0.2,0.3,-0.054142784,-0.027443207,0.008374621,0.055451305,-0.045909701,0.017362347,0.003815994,0.004245597,0.007916063,0.005185447,0.003873336,0.005446865,0.001254968,0.003649726,0.005547942,0.006126304,0.004108547,0.003220615,0.002462356,40.1,0,40.5,7.591357047,5.288267031,6.049733455,6.741700695,6.238324625,7.484930283,5.209486153,5.948034989,6.52649486,6.276643489,NA,0.036246466,0.095706671,0.032473392,0.012766569,0,-0.004291194,-0.003174115,-0.003566126,0.002857302,0.010443305,NA,0.001138218,0.002955271,-0.002596261,-6.44E-04,-0.03227664,0.175061403,-0.041045095,0.51,0.59,0.14,0.56,0.5,0.18,0.22,0.2,0.17,0.02,-0.97,-0.41,0.18,-0.35,-0.32,-0.07,0.63,-0.023840858,-0.021377416,-0.033671989,0.024200828,0.013962427,-0.005683541,-0.004314763,0.002736557,0.006167104,0,0.037082806,-8.14E-05,0.003641457,0.001489158,0.001540458,-7.35E-05,-5.15E-05,-0.001689525,-8.52E-05,0.001418234,0.001432839,0.002273551,0.001474807,0.002743737,0.002165235,0.001447323,-0.00488395,-0.00170679,-1.1,-0.005502974,-4.05E-04,-0.012071171,21.0197
11/01/1978,0.001741256,0.001288648,0.003610597,0.004323531,0.015193929,0.007659396,0.006892135,0.007245173,0.003340536,0.003338597,0.003371105,0.016538902,0.008457591,0.011649841,0.006300535,0.009223854,-0.022191329,0.021898134,0.5254,-30,-0.022749636,0.004665081,0.003617347,0.1,-0.6,0.04113781,0.025849581,-0.06015089,-0.019553696,-0.111719243,0.006831146,0.004933465,0.005281774,0.009553126,0.001348315,0.005989757,0.007078349,0.004171888,0.004798587,0.005072616,0.004800489,0.004538721,0.006836173,0.002267575,40.2,0,40.6,7.646831391,5.225746674,6.28785856,6.7310181,6.276643489,7.492760301,5.303304908,5.894402834,6.586171655,6.226536669,NA,8.14E-04,-0.081475226,0.027243705,0.012075139,0,0.002808003,-3.97E-04,-9.43E-04,0.012052507,0.015023302,NA,0.001833748,-0.001942996,0.006276465,7.39E-04,-0.060332666,0.328952085,-0.065449541,0.8,1.16,0.65,0.69,0.87,0.23,0.17,0.14,0.24,0.38,-1.12,-0.52,0.25,-0.92,-0.95,-0.73,0.07,0.024591812,0.086306063,0.045308975,-0.023537614,-0.008234691,0.004157717,0.00136784,-0.00290368,-0.019803504,0,-0.039403842,-0.003038542,-0.003662202,-0.001686019,-6.24E-05,-0.00147771,-0.00146616,-6.38E-05,-0.001595375,-5.27E-05,-0.001555738,-0.00228965,-7.59E-04,-0.001474736,-0.003156618,-0.001572834,0.003610778,0.001533683,-4.3,0.014194346,0.008840673,0.004313681,26.5217
12/01/1978,0.005670912,0.006418446,0.006028319,0.005338565,0.013162164,0.00503912,0.005959351,0.004779939,0.001926147,0.002927433,0.001505559,0.010508975,0.004075556,0.01137432,0.005667435,0.007231579,0.011241798,0.014355685,0.3549,30,-0.014820297,0.002382205,9.84E-04,0.1,-0.5,0.025507249,0.063341633,0.021506205,0.068146251,-0.044110698,0.073199844,0.003162737,0.003236511,0.004742556,-6.74E-04,0.003990573,0.004883914,0.002494804,0.00313416,0.003441389,0.004800469,0.002479619,0.004248997,0.001069014,40.2,-0.1,40.5,7.622663951,5.433722004,6.013715156,6.634633358,6.469250317,7.505492275,5.356586275,5.918893854,6.549650742,6.282266747,NA,-0.010396181,-0.107627173,0.014458728,0.01262995,0,-5.95E-04,4.82E-05,-8.45E-04,0.005753631,0.020900352,NA,-0.006234721,-0.00113968,-0.002476018,2.15E-05,0.014673778,-0.06037681,0.008209845,0.27,0.23,0.44,0.12,0.29,0.24,0.2,0.13,0.11,0.34,-0.95,-0.67,0.27,-0.95,-1.02,-0.87,-0.09,0.00255517,4.18E-04,0.019647757,0.012820364,0.005695115,0.002681587,0.00687154,-0.001449903,0.002540687,0,0.001138304,-3.51E-05,-0.002424244,-8.82E-05,-0.003176688,-4.95E-05,0.00278084,-0.004790932,-0.003064741,-0.001483547,-0.001521899,-9.91E-04,-9.48E-04,-7.41E-04,-0.001162001,-5.57E-05,-0.001233091,-0.001675402,-8.9,-0.007820033,0.001955178,0.003020897,21.5146
