RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,MICH
-0.000887665,-0.001450091,0.00331822,0.013302984,0.007080015,0.009021537,0.0101457,0.011476901,0.013213687,0.026242275,0.008555049,0.010192518,0.007603469,0.011181589,0.000333615,0.009026638,0.009574705,0.003293056,0.5088,-20,0.003537323,0.000809269,0.002479633,-0.1,-0.1,-0.023002739,0.008154628,-0.039071709,-0.076215051,-0.012166739,0.055731194,0.000753968,-0.001086661,-0.004606787,-0.003058775,-0.000416109,-0.00200884,0.00189325,0.001223002,-0.001811021,-0.003649243,-0.001425884,-0.000305204,0.002927169,40.3,0,40.8,7.037905963,4.812184355,5.598421959,6.156978986,5.613128106,6.993015123,4.859812404,5.529429088,6.089044875,5.587248658,-0.001988396,-0.009268695,0.005652853,-0.01,0.005502079,0.001678547,-0.002687229,0.001999032,-0.008200042,0.004056795,-0.001160937,0.001790035,0.005742161,-0.000108492,0.016470275,-0.043680043,0.028567923,-0.51,-0.48,-0.45,-0.49,-0.57,-0.64,-0.42,-0.15,-0.21,0.19,-0.04,0.03,0.35,2.59,3.59,4.82,5.59,-0.065465266,-0.007548394,0.033187948,-0.003014573,-0.004870796,-0.004110158,-0.00435806,-0.01287784,-0.094199858,0.009344016,-8.15E-06,0.000739537,-1.56E-05,0.000502264,-0.002332498,-2.85E-06,0.000650294,-0.000721615,-8.51E-06,-0.000734968,0.00152502,0.003609806,-0.002373092,0.002632262,-0.004169103,-0.015187332,-3.07E-06,-0.00352309,-0.008543779,0.002272739,2.7
0.00379668,0.003722635,0.002486466,-0.016035602,0.003241242,-0.005579214,-0.001268467,-0.001363049,8.68E-05,-0.008910706,0.003303552,-0.005003506,-0.011055261,-0.005040345,-0.014173241,-0.005006657,0.01355717,-0.048292353,-0.6122,68,0.008828805,0.000388839,0.000951423,-0.1,-0.1,-0.000581903,0.002820876,-0.00973176,0.010681009,-0.02430427,-0.083700811,0.001139067,-0.001359989,-0.006950218,0.00240411,-0.00214273,-0.001509282,-0.003060112,0.001774153,-0.000725328,-0.00166136,-0.001068797,0.001829827,0.00350133,40.3,0,40.8,7.111512116,4.709530201,5.783825182,6.169610732,5.743003188,6.980075941,4.820281566,5.537334267,6.052089169,5.605802066,-0.017934563,-0.010279137,0.001257242,0.02,0.001351556,0.001295392,-0.000704007,-0.003007742,0.001957728,0.008080808,-0.00035141,0.002755917,-0.000360002,-0.000406671,0.006914959,-0.01489465,0.014054942,0.05,-0.06,-0.08,-0.07,-0.13,-0.24,-0.25,-0.12,-0.19,0.08,-0.17,-0.09,0.17,2.3,3.29,4.65,5.35,-0.028961094,0.002770985,0.013312465,-0.001426713,0.001621403,0,-0.001736865,-0.008897735,0.008941074,0.005408641,-0.00071808,-0.0075506,-0.003160181,-0.000549584,0.00076951,-2.84E-06,-0.000665886,-0.000715512,-8.46E-06,0.000720147,-0.001958337,-0.000685697,-0.000298638,-0.002848139,0.004990996,0.011575374,0.00086992,-0.006336429,0.011633756,0.000345523,2.8
-0.00388431,-0.005025443,0.006487761,0.013807834,0.009489988,0.00320092,-0.000429628,-0.001741862,-0.004196027,-0.00337621,-0.004482531,0.004263991,0.007822317,-0.000579046,0.013020815,0.001529422,-0.005948605,0.028588759,-0.083,-91,-0.009119101,-0.000871209,-0.000892459,0,0.1,-0.002331003,0.014680445,-0.021178259,-0.077997435,0.018164935,0.023781757,0.000284564,-0.001089325,-0.008672503,0.000654665,-0.00131171,-0.001814151,-0.000583942,0.000632864,-0.000226773,-0.002040918,-0.000163931,0.002434572,-0.002863812,40.2,-0.1,40.7,7.07834158,4.828313737,5.579729826,6.257667588,5.613128106,7.01571242,4.844187086,5.568344504,6.102558595,5.627621114,0.002488368,-0.00695089,0.001665408,-0.02,0.003841092,0.00193511,0.00124203,0.005447093,0.017566738,0.028056112,0.005320452,0.001274351,-0.002301902,8.55E-05,0.001315145,0.001678766,0.004325309,-0.08,-0.14,-0.22,-0.25,-0.29,-0.22,-0.17,-0.03,-0.03,0.02,-0.31,-0.26,-0.04,2.16,3.2,4.7,5.4,-0.014449098,-0.029213455,-0.051147061,0.026356573,0.001617467,0.003276006,0.002604544,0.029537289,0.044501943,-0.043134133,-4.54E-06,0.002262727,-0.000787712,-2.21E-05,-5.36E-06,-2.83E-06,-0.000660679,-0.000710972,-0.000731741,-0.001454533,0.000296471,-0.00162075,-0.001353492,0.00131927,-0.006650741,-0.010868811,-0.003494215,-0.008749734,-0.007363931,-0.008087644,3
-0.004970638,-0.005842753,0.003357074,0.004039264,0.007205384,0.00680874,0.007857394,0.01020394,0.013302494,0.021428513,0.010414101,0.003755418,0.005472468,0.012636845,-0.004028202,0.005760612,0.048690842,0.040248447,0.2621,55,0.017747904,-0.003703318,-0.000775233,-0.3,0.8,-0.021227212,-0.091500651,0.000285347,-0.06066949,0.038564593,-0.098721267,0.001659873,0.00036324,0.002843525,0.003484324,-0.000596801,-0.001514311,0.000729874,0.001988038,0.000770818,-3.97E-05,0.001443232,0.001215067,-5.31E-05,40.3,0.1,40.8,7.126087273,4.859812404,5.726847748,6.251903883,5.666426688,7.031741259,4.753590191,5.537334267,6.184148891,5.624017506,0.053869688,0.005282953,0.000484467,0.01,0.001186303,0.000572946,-0.000289669,-0.003856116,0.00502834,0.033138402,-0.004558008,0.000181233,-0.003718152,-0.000350796,-0.014392893,0.042121396,-0.016397857,-0.12,0.09,-0.05,0.08,0.12,0.22,0.17,0.07,0.22,0.23,-0.24,-0.06,0.2,2.5,3.49,4.89,5.74,0.030515544,-0.011745203,-0.110760634,0.018478522,0.001605722,0.000803967,-0.001736112,-0.020639553,-0.035345062,-0.017682665,0.002114873,0.003022862,0.008624122,0.001012245,-5.33E-06,0.000835052,0.003254544,0.003520373,0.001438289,0.00216319,0.001891587,0.002822074,0.000205103,0.002398045,0.005814993,0.013770535,0.002618182,0.000791367,-0.007438823,0.001631125,2.8
0.002157973,0.004443059,0.001704017,0.00170271,0.002212934,0.003819756,0.002526161,0.003139175,0.001589194,0.008474847,-0.000879219,0.00727579,0.005466274,0.006422817,0.004479907,0.003625184,0.000347264,-0.015519279,0.1007,98,0.004839526,0.003236287,0.002088387,0.1,-1,-0.011689029,0.10562664,-0.031297831,0.069247098,-0.096587203,-0.042030374,0.001327748,0.000635353,-0.000835492,0.001303498,0.000417798,0.000605999,0.000145911,0.001502768,0.000271912,-0.000337265,0.000483212,0.001819837,0.000690223,40.3,0,40.9,7.101675972,4.727387819,5.587248658,6.251903883,5.752572639,7.019296654,4.8978398,5.560681631,6.104793232,5.620400866,-0.040187018,-0.008607325,0.002322422,-0.01,-0.003880895,-0.003162495,-0.002030037,0.008963221,-0.000908339,0.030188679,0.002718123,-0.001804904,0.010582187,0.000132259,0.024757651,-0.074234529,0.020254331,-0.01,0.33,0.27,0.3,0.38,0.44,0.28,0.11,0.12,0.57,0.04,0.25,0.59,2.95,3.78,5.01,5.87,0.081232976,0.022158451,-0.079357279,0.017591093,-0.004839367,-0.005709965,-0.001736112,-0.002922554,-0.054252553,-0.006649634,-0.001424399,-0.000758422,-0.003951217,-0.000546324,-0.001539052,0.00082876,-0.001322429,-0.001424793,-0.000731644,-0.000731644,-0.001556521,-0.000195768,-0.000235165,-0.00236091,-0.001665261,-0.005082686,-3.04E-06,-0.005898495,0.012095468,0.002598493,2.9
0.035835969,0.04016904,0.006570857,0.015446294,0.012217247,0.001509843,0.003400567,0.002883937,0.000401671,0.010280836,-0.003176163,0.009115446,-0.000907762,-0.002901588,-0.00506388,-0.000527077,0.037196005,-0.011658916,-0.219,3,0.000577151,0.000879395,0.00101735,0,1.1,-0.039353372,-0.057742191,0.072108413,0.126836433,0.031623188,-0.066334474,0.002011153,0.001541321,-0.001003512,0.005197067,0.000656188,0.000302862,0.001166521,0.002129829,0.000770015,-0.001608532,0.000646516,0.002572446,0.001961877,40.3,0,40.9,7.112327445,5.043425117,5.624017506,6.274762021,5.575949103,7.069874128,4.859812404,5.634789603,6.169610732,5.666426688,0.029834697,-0.002365811,0.007157644,0,-0.002867841,-0.001313742,-0.001909507,-0.000570092,0.004458495,0.034798535,-0.000850036,-0.00059545,-0.004679507,-0.003481239,0.029822357,-0.086805857,0.02256404,-0.17,0.01,0.09,0.02,0.03,0.04,-0.1,-0.12,-0.15,0.75,0.3,0.44,0.79,3.16,3.85,5.06,5.89,-0.00505087,0.001297995,0.015725842,0.004015912,0.001610955,0.00244532,0.001736112,-0.008853833,0.01701751,0.038514624,-0.001412418,-0.000755,-0.00312011,-0.001049976,0.000765988,-0.003344485,-0.001307111,-0.001409901,-0.000725372,-0.00144299,-0.000221995,-0.005384401,0.00178609,-4.40E-05,-0.000829529,-0.000723837,-3.03E-06,0.00351733,-0.003016533,-0.000260301,2.8
-0.027897051,-0.035136576,-0.001436768,0.002501651,0.01150458,0.003932599,0.003906388,0.004690073,0.00549275,0.014502675,0.002195457,0.003600879,0.003964486,0.014944596,0.007887317,0.009349624,-0.061804414,0.001323564,0.5854,-70,0.000331714,-0.001198658,0.000655264,-0.1,-0.7,0.033912004,-0.040686085,-0.0872355,-0.144790237,-0.044761326,0.01928193,0.002690441,0.002578662,0.001671962,0.007316581,0.001311085,0.001512936,0.001019591,0.002718666,0.002803275,0.000476872,0.003086602,0.002565845,0.001217608,40.5,0.2,41.1,7.098375639,4.86753445,5.713732806,6.320768294,5.398162702,7.070724107,4.955827058,5.638354669,6.184148891,5.59471138,-0.035875427,-0.012088824,0.000218928,-0.01,-0.003664987,-0.001111063,-0.005165602,-0.020316758,-0.04480257,-0.010619469,-0.000846922,-0.002847365,0.000436296,0.002516367,-0.000941587,0.010328186,-0.018578201,0.1,-0.42,-0.22,-0.22,-0.21,-0.25,-0.17,-0.07,-0.14,0.23,-0.02,0.12,0.48,2.81,3.58,4.89,5.65,0.038289781,0.007647986,-0.011999495,0.004234636,0.000803534,0.000813337,0.002603038,0.015717279,0.02979864,0.000914492,0.002101075,-0.000753296,0.000771886,0.001511883,-2.35E-06,0,0.001281974,0.000693192,-4.63E-06,0.001430604,0.00068114,0.005772368,-0.002606733,0.001035706,0.001650844,-0.001439885,0.001730083,0.003514296,-0.014368896,-0.011556985,2.9
0.004614814,0.005639823,0.001849702,-0.00128277,-0.007819975,0.004827873,0.002861605,0.000635522,0.00129333,-0.003900025,0.003209151,0.001463725,0.00733811,0.007777788,0.001377451,0.002867818,0.025875988,0.010883519,0.0773,112,0.017073418,0.000451611,0.001678205,-0.2,-0.1,0.047938172,-0.026392811,-0.047744686,-0.072882414,-0.030469695,-0.02149677,0.002265295,0.002526963,-0.016167412,0.010663355,0.000833433,0.000503804,0.001309377,0.002199218,0.002164894,-0.000695514,0.0038971,0.001807229,5.29E-05,40.6,0.1,41.1,7.098375639,4.828313737,5.686975356,6.278521424,5.549076085,7.045776577,4.96284463,5.587248658,6.186208624,5.529429088,0.057638781,0.001009639,0.002516022,0,-0.002348006,0.000290229,-0.003430679,0.000543486,-0.027563918,-0.037567084,-0.001514153,0.002940662,0.002896841,-0.000186658,0.014756292,-0.034216082,-0.001769699,0.01,-0.07,-0.07,-0.07,-0.11,-0.4,-0.34,-0.2,-0.28,0.15,-0.1,0.04,0.36,2.4,3.23,4.68,5.36,0.026978132,-0.034458371,-0.062604558,-0.013947667,0.000799662,0.00080937,0.001720358,-0.008869438,0.06725544,-0.002759464,-0.001408908,0.008995563,0.000766511,-0.000537827,0.001524376,0,-0.001941091,-0.000703433,0.000709419,-0.000722229,-0.000921198,-0.003198963,0.003215069,-0.002109288,-6.13E-06,0.000719166,-0.00173911,-0.045490204,0.007142551,0.012893026,3.2
-0.002597287,-0.003855387,-0.002716698,-0.006342253,-0.008310986,-0.000978512,0.000714462,-0.000101268,0.000478061,0.005717792,-0.00143679,0.00221697,-0.003147836,-7.68E-05,-0.004939434,-0.001916095,0.046025397,-0.020308149,-0.2974,-19,0.002564344,0.001089257,0.002236023,-0.1,-0.6,-0.059830369,0.032789823,-0.023791765,0.020062401,-0.054416872,0.037000956,-0.00047265,-0.002120413,0.004066424,-0.008093761,-0.000595238,-0.001209556,0.00029074,-5.69E-05,-0.000721111,-0.000795466,-0.000951567,0.001353282,0.000264487,40.3,-0.2,40.8,6.987490247,4.532599493,5.505331536,6.12905021,5.65248918,6.962243464,4.682131227,5.533389489,6.047372179,5.605802066,-0.016368668,-0.004715887,0.007982715,0.02,0.001725943,0.000525921,-0.002223668,0.011917003,0.045614962,0.007434944,-0.000745244,0.002361544,-0.007476224,-0.00026522,0.018972157,-0.045560472,0.001876693,0.04,-0.01,0.02,-0.02,-0.06,-0.24,-0.28,-0.13,-0.24,0.1,-0.12,-0.02,0.26,2.12,2.91,4.51,5.08,0.001843076,-0.031478323,0.015304311,-0.010449583,-5.79E-06,-0.000815974,-0.000878087,0.009857092,-0.035445479,-0.007434751,-0.000701988,-0.008995563,-0.004635594,-0.001538904,-0.00305577,0.002501043,0.000637514,-4.36E-06,-0.001432653,-0.000717604,0.000540003,0.000769401,-0.004119608,0.002294868,-6.10E-06,0.005015617,-0.000866173,0.042001465,-0.001289458,0.004746209,3.1
0.007503226,0.009303018,0.006719214,0.005153742,0.025458681,0.002765099,0.001708307,0.002247675,0.000698931,0.004738715,-0.000784083,0.006525061,0.004115376,0.004786218,0.010624779,0.004637828,-0.012884456,0.000320209,0.2373,0,-0.001985887,-0.000108872,-0.000569,0.1,0,0.02723315,-0.017404904,-0.032961052,0.053544387,-0.100695641,0.010627093,0.002750958,-0.000496917,-0.003217887,0.002989539,-0.001370394,-0.001918127,-0.000581564,0.003567902,0.00130663,0.001252572,0.001546803,0.003749536,0.001638262,40.8,0.3,41.3,7.137278437,4.779123493,5.552959585,6.333279628,5.762051383,7.006695227,4.762173935,5.480638923,6.163314804,5.605802066,0.004981183,-0.002768394,0.002336267,-0.01,0.0040908,0.000703118,-0.003576617,0.007816576,0.032322662,0.042435424,-0.005902506,-0.000206314,0.010890671,-0.00024583,-0.015852734,0.047301212,-0.032947065,-0.11,-0.03,-0.08,-0.08,-0.09,-0.06,-0.01,-0.12,-0.01,0.18,-0.09,0.01,0.28,2.17,3.01,4.5,5.18,-0.040737054,-0.040157286,0.055229575,0.011956144,0.003181494,0.005644827,-0.000869095,0.009713004,-0.018346233,-0.017219281,0.002086462,0,0.003088804,0.001495431,0.002285715,-6.24E-06,0.001909747,0.001380701,0.001420443,0.002132438,0.000613934,0.00555037,0.001197168,-0.000567277,0.000812599,-0.005734783,0.003444563,0.018139271,0.007955111,-0.004721882,3
-0.000226057,0.000428111,0.003479352,0.001582771,0.009443302,-0.003722965,-0.003683794,-0.004930148,-0.007084012,0.001243706,-0.010168534,0.001317444,-0.003773132,0.001250277,-0.009134499,-0.001109892,-0.080053436,0.002302163,-0.2205,127,0.012461626,0.005274437,0.005350843,0,-0.1,0.003873087,-0.001145694,0.02845654,-0.041395415,0.083944831,-0.031935126,0.00249021,0.00261733,0.001694916,0.013343415,-0.000357803,-0.001112178,0.000726903,0.002458298,0.002203882,0.002381521,0.001721869,0.0034372,0.000686215,40.6,-0.1,41.1,7.138867,4.762173935,5.707110265,6.318968114,5.659482216,7.013915475,4.852030264,5.549076085,6.126869184,5.59471138,-0.006820965,-0.00874569,0.000586756,-0.02,0.008496912,0.007593702,0.004668091,-0.011270103,-0.046821237,-0.008849558,0.013848795,0.002901394,-0.010369383,-0.00053534,0.004885582,-0.010732483,-0.008374959,0.04,0,0.09,0.1,0.12,0.07,0.07,-0.03,0.07,0.14,-0.04,0.07,0.36,2.2,3.04,4.43,5.21,-0.00652856,-0.01857166,0.001940241,0.006082407,-0.005584378,-0.006462705,-0.005152429,0.008347968,-0.012622676,-0.017733492,-0.000705331,-0.003738322,0.000767738,0.001971778,-0.000764802,-6.21E-06,-0.000655481,-0.001392236,-8.08E-06,-0.001430063,0.000424247,-0.005311098,-0.000379889,0.001863373,-0.000826708,0.002142093,-0.002590281,-0.008668748,-0.011920033,-0.007862846,2.9
-0.001236788,-0.002651882,0.00362284,0.009202468,-0.001508765,0.002265928,-0.000286017,-0.000807122,0.002000612,-0.008796706,0.005989021,-0.007334819,0.005531693,0.00411377,-0.001248621,-0.001092698,0.045160508,-0.003400221,-0.2183,-86,-0.008368155,0.001136561,0.001455877,-0.1,0.3,-0.044073384,0.059702621,0.01281658,0.022388995,0.005614838,-0.002476872,0.001635634,-0.001037087,-0.013297161,0.001471671,-0.001432494,-0.001822601,-0.000872347,0.002305529,0.002199036,0.000376555,0.002419499,0.003128028,0.000949367,40.5,0,41,7.154615357,4.852030264,5.659482216,6.306275287,5.758901774,7.029972912,4.859812404,5.583496309,6.120297419,5.634789603,0.028692361,-0.00149171,0.002188146,0.01,-0.008723511,-0.005877452,0.000922625,0.007985911,0.026522911,0.017857143,-0.000235663,-0.001389205,0.007615957,0.000538498,0.00629123,-0.014647714,-0.004783837,0.04,0.11,0.11,0.13,0.18,0.02,-0.08,-0.1,-0.14,0.21,0.03,0.16,0.5,2.18,2.92,4.29,5.03,0.018105916,-0.02692365,-0.025853071,0.007140926,-0.003985657,-0.006447083,0.002576214,-0.040181919,-0.028197149,0.03395487,-0.002084539,-1.40E-05,-0.00231214,-0.00302495,-0.00380315,-6.18E-06,-0.000648062,-0.00069371,-0.002130429,-0.001420958,-0.002746098,0.001808352,-0.003236275,-0.003427391,-0.00163599,-0.002142093,-2.95E-06,0.02869438,0.008352576,0.007808077,3.5
0.003222105,0.002758881,0.004906867,-0.004850408,0.014410949,0.00256186,0.005226202,0.006523179,0.008246715,-0.001239391,0.011687891,0.000220653,-0.000858279,0.002444986,-0.000369388,0.002118318,0.043335292,0.001182474,0.0372,111,0.01964083,-0.000108188,0.001470362,-0.1,-0.1,0.022735234,-0.071618964,-0.030711966,-0.060071269,-0.008998936,0.023214942,0.002786158,0.000766646,-0.004644371,0.004820296,-0.000179206,-0.000202716,-0.000145465,0.003290848,0.002551993,0.002592392,0.002636283,0.004007427,0.00478583,40.7,0,41.1,7.134093721,4.882801923,5.648974238,6.327936784,5.627621114,7.068172,4.844187086,5.564520407,6.214608098,5.655991811,-0.016266816,-0.000347016,0.000370897,0,0.000203407,-0.001715205,-0.001510194,-0.004651318,-0.010714811,0.00877193,-0.00787027,-0.002327606,-0.002124296,-0.000201705,-0.001719998,0.004810272,-0.009457484,0.02,-0.05,-0.03,-0.04,-0.07,-0.13,-0.15,-0.16,-0.14,0.14,-0.02,0.1,0.41,2.03,2.75,4.11,4.87,0.025272103,0.002599684,-0.008456288,0.002421025,0.003186616,0.003214733,0,-0.004230035,-0.020605609,0.023214745,0.000691801,0.002247458,0.001538462,0.000478888,0.002282238,-0.000830889,-0.001274263,-1.90E-06,-5.02E-07,-5.02E-07,0.001261075,-2.94E-05,0.002926585,0.000820108,0.000813999,0.002137514,-2.94E-06,-0.009922982,0.015376657,-0.000451602,3
0.002158604,0.00171043,0.00100555,0.005111283,-0.000199198,-0.001107899,-0.002920061,-0.004580233,-0.001434056,-0.010733484,0.001881716,-0.009432077,0.001220005,6.50E-05,0.004615396,-0.002175134,0.019267098,-0.000979984,-0.3119,73,0.015129683,0.00171418,0.003223898,-0.1,0.3,-0.035872739,0.003474236,-0.006587639,-0.015798117,0,-0.028333783,0.001340718,0.000901185,-0.010398707,0.004797173,0.000119474,0.000709328,-0.000727643,0.001450392,0.000581122,-0.000850197,0.001809858,0.002810445,-0.00168032,40.7,0,41.1,7.170119543,4.820281566,5.680172609,6.33150185,5.771441123,7.114769448,4.86753445,5.638354669,6.257667588,5.693732139,0.009841277,0.000639147,0.001678501,0,1.47E-05,0.001190584,-0.001008065,-0.004006085,-0.006971673,-0.00173913,0.003649635,0.000839318,0.002316198,0.000107975,0.015176347,-0.042159072,0.004479853,-0.03,-0.02,-0.02,-0.02,-0.03,-0.06,-0.13,-0.32,-0.33,0.15,-0.01,0.11,0.41,2,2.65,3.82,4.57,-0.012021531,-0.037141003,-0.002745323,0.020077895,-0.008839588,-0.009801907,-0.000860215,0.013517256,0.073189122,0.008775754,0.000688931,0.010500454,0.001531379,-0.001498009,0.002282238,0.002465398,0.001258229,0.000685624,0.002118892,0.00212039,0.000104862,-0.000423617,0.001599137,-0.000370695,-2.65E-06,-0.001426024,0.000850679,-0.043239976,-0.010331709,-0.008454497,3.2
-0.002252172,-0.002780936,0.005723938,0.008865514,0.005881721,0.00510364,0.006372059,0.007121902,0.003061386,0.020796864,-0.0033163,0.016839746,0.003469138,0.012119205,0.000237643,0.006920051,-0.003407183,0.024040157,0.4053,-76,-0.006630328,-0.002711609,-0.002501969,-0.1,0.1,-0.015548465,-0.030916178,0.005273578,0.023604558,-0.007941051,-0.00588237,0.002200636,0.002204477,0.006425306,0.003531004,0.001671143,0.002428168,0.000582157,0.002199678,0.002365703,0.002903505,0.002456468,0.003833117,0.00068297,40.8,0.2,41.3,7.202661197,4.997212274,5.743003188,6.340359304,5.755742214,7.13169851,4.919980926,5.655991811,6.242223265,5.749392986,-0.016718301,-0.008930186,0.004854939,0,0.000285341,0.000810253,0.000504159,0.005190085,0.020510547,0.022648084,-0.003502836,0.000584234,0.000897624,0.000676099,0.011189449,-0.030676466,0.001178487,0.06,-0.02,-0.07,-0.08,-0.08,-0.3,-0.32,-0.19,-0.26,0.07,-0.14,-0.03,0.27,1.64,2.27,3.57,4.25,-0.053807407,0.017290979,0.022147978,0.010268202,0.011251532,0.01386942,0.00172043,0.011865581,-0.035843239,-0.02481478,-0.00069371,-0.011236879,-0.003836419,0.000974048,-0.004564475,-0.000835545,-0.000638672,-0.001376935,-0.00212139,-0.002122891,-0.000661809,0.002018402,-0.005524566,0.000705239,0.000808715,-0.002847483,0.00084415,0.010098668,-0.001671919,0.000880993,3
-0.004200843,-0.003970868,0.001555404,0.004262266,0.006093416,0.007438434,0.007168739,0.00839806,0.005076892,0.025312465,-0.002365374,0.021258518,0.007784409,0.011817983,0.002152839,0.008360218,-0.00865135,0.028434735,0.5118,164,0.017240015,0.00235666,0.002228879,0.1,0,0.064698406,-0.000795229,-0.004282662,-0.052685767,0.029735711,0.031361455,0.002509097,0.002423808,0,0.009287034,0.000536561,0.001514616,-0.000873363,0.002530371,0.002315641,0.001694749,0.002381826,0.00337863,5.25E-05,40.7,-0.1,41.3,7.238496841,4.836281907,5.888877958,6.380122537,5.752572639,7.160069208,4.983606622,5.700443573,6.293419279,5.707110265,0.045591438,-0.004492865,0.000355485,-0.02,-0.001069764,-0.000581964,-0.002818147,-0.000870075,-0.007128511,0.017035775,0.001232418,0.000836658,0.002944201,0.000948947,0.010096063,-0.023074573,-0.002041348,-0.1,0.1,0.07,0.06,0.03,-0.02,-0.03,0.01,-0.03,0.27,0.03,0.13,0.4,1.72,2.34,3.68,4.32,0.017474408,0.013596026,-0.014865987,0.003625655,-0.000807426,-2.68E-06,-7.39E-07,0.020442957,0.063265551,-0.029275158,0.002749131,0.002988979,0.01296185,0.000473678,0.009113384,-1.07E-05,-6.33E-06,0.004109123,0.004218918,0.003519393,0.002094533,0.000295894,0.011339351,-0.001114711,-5.92E-06,0.005693449,-0.000859386,0.01897389,0.009743625,-0.006889824,3.3
0.00256221,0.002979628,0.002797473,0.005116932,0.010135249,0.004644316,0.002494904,0.002338,0.001427116,0.009041834,-0.001424937,0.005644031,0.007413288,0.009970687,0.002645621,0.004799182,-0.003563543,3.48E-05,0.2136,26,0.012358109,0.00106447,0.002859601,-0.2,0.5,-0.077572739,0.001589825,-0.014297833,-0.028264558,-0.004987542,-0.025479085,0.002288535,0.001836383,-0.001559117,0.003895443,0.001310382,0.001814517,0.000582326,0.002401283,0.001377931,0.00184912,0.000952668,0.003951707,0.001364471,40.8,0.1,41.3,7.226936018,4.934473933,5.713732806,6.405228458,5.796057751,7.21303166,4.94875989,5.796057751,6.32256524,5.799092654,-0.02107386,-0.009266145,0.004333988,0.01,0.001805975,0.002566368,0.001136627,0.000684308,0.006321643,0.025125628,0.00287113,0.000117465,-0.001550511,0.000274016,-0.002179567,0.010218844,-0.011279376,0.03,0.14,0.08,0.14,0.19,0.35,0.39,0.26,0.35,0.38,0.08,0.24,0.56,2.04,2.7,3.91,4.64,0.036533433,0.007971321,-0.014414785,-0.006733013,0.000803534,-0.001636662,-7.38E-07,-0.031176485,-0.118440683,0.0061839,-0.001385907,0.003726617,-0.010681268,-0.001481001,-0.00531943,-1.07E-05,0.000619289,-0.002747691,-0.002821335,-0.002119356,-0.001244428,-0.001881713,-0.005247529,0.000395919,0.000800886,-0.001429041,0.000839191,0.015354344,-0.004923573,0.006527438,2.8
0.034185937,0.038232102,0.003514472,0.003156983,0.008902216,0.005778982,0.004714227,0.003222686,0.002864455,0.005430398,0.00188941,0.006315927,0.007144151,0.014334431,0.00096588,0.006126469,-0.002320251,-0.014588455,0.3091,95,0.0142346,0.001771602,0.002431657,-0.1,-0.3,0.050223724,-0.063956218,-0.006046374,0,-0.010050336,-0.054230154,0.002977971,0.002949064,0.022965877,0.007745656,0.000892459,0.002112783,-0.000873617,0.002985177,0.002661582,0.002884872,0.00356634,0.003353995,0.002147891,40.9,0.1,41.4,7.334981879,4.882801923,5.82008293,6.549650742,5.899897354,7.286876412,5.141663557,5.786897381,6.470799504,5.762051383,0.024050622,-0.006524613,0.00474753,0.01,-0.004952928,-0.002601863,-0.000799714,0.006955399,0.00273995,0.026143791,-0.00083223,0.005645682,0.00316658,-0.00228625,0.006588887,-0.01352713,-0.002346537,-0.06,-0.04,-0.04,-0.03,0.03,0.09,0.05,0,0.03,0.4,0.1,0.27,0.65,2.19,2.81,3.97,4.73,-0.022633807,0.018702089,0.007065741,0.010120168,-0.001609011,0,-0.003437166,-0.005928558,-0.057464567,0.032226354,-0.0006908,-0.006708918,-0.002270721,0.000477469,-0.001511716,-0.002446648,0.000613469,-4.19E-06,-4.41E-06,-4.43E-06,-0.001664238,-0.004240797,-0.002207637,-0.000908786,0.00079313,-0.000711984,0.000830673,-0.010320108,0.0099748,0.005156365,3
